Timedate, Pa


"2019-03-01 00:00:00";1010.3
"2019-03-01 01:00:00";1010
"2019-03-01 02:00:00";1009.7
"2019-03-01 03:00:00";1009.5
"2019-03-01 04:00:00";1009.3
"2019-03-01 05:00:00";1009.3
"2019-03-01 06:00:00";1009.1
"2019-03-01 07:00:00";1009.3
"2019-03-01 08:00:00";1009.5
"2019-03-01 09:00:00";1009.8
"2019-03-01 10:00:00";1010.3
"2019-03-01 11:00:00";1010.9
"2019-03-01 12:00:00";1011.4
"2019-03-01 13:00:00";1011.8
"2019-03-01 14:00:00";1012.3
"2019-03-01 15:00:00";1012.8
"2019-03-01 16:00:00";1013.1
"2019-03-01 17:00:00";1013.4
"2019-03-01 18:00:00";1014.1
"2019-03-01 19:00:00";1014.8
"2019-03-01 20:00:00";1015.1
"2019-03-01 21:00:00";1015.2
"2019-03-01 22:00:00";1015.4
"2019-03-01 23:00:00";1015.5
"2019-03-10 00:00:00";994.8
"2019-03-10 01:00:00";993.9
"2019-03-10 02:00:00";993.4
"2019-03-10 03:00:00";993.8
"2019-03-10 04:00:00";995.1
"2019-03-10 05:00:00";996.6
"2019-03-10 06:00:00";997.4
"2019-03-10 07:00:00";998
"2019-03-10 08:00:00";998.1
"2019-03-10 09:00:00";998.1
"2019-03-10 10:00:00";998
"2019-03-10 11:00:00";997.9
"2019-03-10 12:00:00";997.7
"2019-03-10 13:00:00";997.3
"2019-03-10 14:00:00";997
"2019-03-10 15:00:00";996.7
"2019-03-10 16:00:00";996.6
"2019-03-10 17:00:00";996.4
"2019-03-10 18:00:00";996.6
"2019-03-10 19:00:00";997.3
"2019-03-10 20:00:00";998.3
"2019-03-10 21:00:00";999.3
"2019-03-10 22:00:00";1000.2
"2019-03-10 23:00:00";1001
"2019-03-11 00:00:00";1001.8
"2019-03-11 01:00:00";1002.5
"2019-03-11 02:00:00";1003.2
"2019-03-11 03:00:00";1003.4
"2019-03-11 04:00:00";1003.3
"2019-03-11 05:00:00";1003.4
"2019-03-11 06:00:00";1003.5
"2019-03-11 07:00:00";1003.9
"2019-03-11 08:00:00";1004.3
"2019-03-11 09:00:00";1004.6
"2019-03-11 10:00:00";1005
"2019-03-11 11:00:00";1005.6
"2019-03-11 12:00:00";1006.1
"2019-03-11 13:00:00";1006.8
"2019-03-11 14:00:00";1007.3
"2019-03-11 15:00:00";1008.3
"2019-03-11 16:00:00";1009.1
"2019-03-11 17:00:00";1009.9
"2019-03-11 18:00:00";1010.8
