,Datetime,Pa
306,2019-02-23 03:00:00,1044.330612244898
307,2019-02-23 03:10:00,1044.3027210884354
308,2019-02-23 03:20:00,1044.2748299319728
309,2019-02-23 03:30:00,1044.2469387755102
310,2019-02-23 03:40:00,1044.2190476190476
311,2019-02-23 03:50:00,1044.191156462585
312,2019-02-23 04:00:00,1044.1632653061224
313,2019-02-23 04:10:00,1044.1353741496598
314,2019-02-23 04:20:00,1044.1074829931972
315,2019-02-23 04:30:00,1044.0795918367346
316,2019-02-23 04:40:00,1044.051700680272
317,2019-02-23 04:50:00,1044.0238095238096
318,2019-02-23 05:00:00,1043.995918367347
319,2019-02-23 05:10:00,1043.9680272108844
320,2019-02-23 05:20:00,1043.9401360544218
321,2019-02-23 05:30:00,1043.9122448979592
322,2019-02-23 05:40:00,1043.8843537414966
323,2019-02-23 05:50:00,1043.856462585034
324,2019-02-23 06:00:00,1043.8285714285714
325,2019-02-23 06:10:00,1043.8006802721088
326,2019-02-23 06:20:00,1043.7727891156462
327,2019-02-23 06:30:00,1043.7448979591836
328,2019-02-23 06:40:00,1043.717006802721
329,2019-02-23 06:50:00,1043.6891156462584
330,2019-02-23 07:00:00,1043.6612244897958
331,2019-02-23 07:10:00,1043.6333333333332
332,2019-02-23 07:20:00,1043.6054421768708
333,2019-02-23 07:30:00,1043.5775510204082
334,2019-02-23 07:40:00,1043.5496598639456
335,2019-02-23 07:50:00,1043.521768707483
336,2019-02-23 08:00:00,1043.4938775510204
337,2019-02-23 08:10:00,1043.4659863945578
338,2019-02-23 08:20:00,1043.4380952380952
339,2019-02-23 08:30:00,1043.4102040816326
340,2019-02-23 08:40:00,1043.38231292517
341,2019-02-23 08:50:00,1043.3544217687074
342,2019-02-23 09:00:00,1043.3265306122448
343,2019-02-23 09:10:00,1043.2986394557822
344,2019-02-23 09:20:00,1043.2707482993196
345,2019-02-23 09:30:00,1043.2428571428572
346,2019-02-23 09:40:00,1043.2149659863946
347,2019-02-23 09:50:00,1043.187074829932
348,2019-02-23 10:00:00,1043.1591836734694
349,2019-02-23 10:10:00,1043.1312925170068
350,2019-02-23 10:20:00,1043.1034013605442
351,2019-02-23 10:30:00,1043.0755102040816
352,2019-02-23 10:40:00,1043.047619047619
353,2019-02-23 10:50:00,1043.0197278911564
354,2019-02-23 11:00:00,1042.9918367346938
355,2019-02-23 11:10:00,1042.9639455782312
356,2019-02-23 11:20:00,1042.9360544217686
357,2019-02-23 11:30:00,1042.908163265306
358,2019-02-23 11:40:00,1042.8802721088434
359,2019-02-23 11:50:00,1042.8523809523808
360,2019-02-23 12:00:00,1042.8244897959185
361,2019-02-23 12:10:00,1042.7965986394559
362,2019-02-23 12:20:00,1042.7687074829932
363,2019-02-23 12:30:00,1042.7408163265306
364,2019-02-23 12:40:00,1042.712925170068
365,2019-02-23 12:50:00,1042.6850340136054
366,2019-02-23 13:00:00,1042.6571428571428
367,2019-02-23 13:10:00,1042.6292517006802
368,2019-02-23 13:20:00,1042.6013605442176
369,2019-02-23 13:30:00,1042.573469387755
370,2019-02-23 13:40:00,1042.5455782312924
371,2019-02-23 13:50:00,1042.5176870748298
372,2019-02-23 14:00:00,1042.4897959183672
373,2019-02-23 14:10:00,1042.4619047619049
374,2019-02-23 14:20:00,1042.4340136054423
375,2019-02-23 14:30:00,1042.4061224489797
376,2019-02-23 14:40:00,1042.378231292517
377,2019-02-23 14:50:00,1042.3503401360545
378,2019-02-23 15:00:00,1042.3224489795919
379,2019-02-23 15:10:00,1042.2945578231293
380,2019-02-23 15:20:00,1042.2666666666667
381,2019-02-23 15:30:00,1042.238775510204
382,2019-02-23 15:40:00,1042.2108843537414
383,2019-02-23 15:50:00,1042.1829931972788
384,2019-02-23 16:00:00,1042.1551020408162
385,2019-02-23 16:10:00,1042.1272108843536
386,2019-02-23 16:20:00,1042.099319727891
387,2019-02-23 16:30:00,1042.0714285714284
388,2019-02-23 16:40:00,1042.043537414966
389,2019-02-23 16:50:00,1042.0156462585035
390,2019-02-23 17:00:00,1041.9877551020409
391,2019-02-23 17:10:00,1041.9598639455783
392,2019-02-23 17:20:00,1041.9319727891157
393,2019-02-23 17:30:00,1041.904081632653
394,2019-02-23 17:40:00,1041.8761904761905
395,2019-02-23 17:50:00,1041.8482993197279
396,2019-02-23 18:00:00,1041.8204081632653
397,2019-02-23 18:10:00,1041.7925170068027
398,2019-02-23 18:20:00,1041.76462585034
399,2019-02-23 18:30:00,1041.7367346938775
400,2019-02-23 18:40:00,1041.7088435374149
401,2019-02-23 18:50:00,1041.6809523809525
402,2019-02-23 19:00:00,1041.6530612244899
403,2019-02-23 19:10:00,1041.6251700680273
404,2019-02-23 19:20:00,1041.5972789115647
405,2019-02-23 19:30:00,1041.569387755102
406,2019-02-23 19:40:00,1041.5414965986395
407,2019-02-23 19:50:00,1041.5136054421769
408,2019-02-23 20:00:00,1041.4857142857143
409,2019-02-23 20:10:00,1041.4578231292517
410,2019-02-23 20:20:00,1041.429931972789
411,2019-02-23 20:30:00,1041.4020408163265
412,2019-02-23 20:40:00,1041.3741496598639
413,2019-02-23 20:50:00,1041.3462585034013
414,2019-02-23 21:00:00,1041.3183673469387
415,2019-02-23 21:10:00,1041.290476190476
416,2019-02-23 21:20:00,1041.2625850340137
417,2019-02-23 21:30:00,1041.234693877551
418,2019-02-23 21:40:00,1041.2068027210885
419,2019-02-23 21:50:00,1041.1789115646259
420,2019-02-23 22:00:00,1041.1510204081633
421,2019-02-23 22:10:00,1041.1231292517007
422,2019-02-23 22:20:00,1041.095238095238
423,2019-02-23 22:30:00,1041.0673469387755
424,2019-02-23 22:40:00,1041.0394557823129
425,2019-02-23 22:50:00,1041.0115646258503
426,2019-02-23 23:00:00,1040.9836734693877
427,2019-02-23 23:10:00,1040.955782312925
428,2019-02-23 23:20:00,1040.9278911564625
429,2019-02-23 23:30:00,1040.9
430,2019-02-23 23:40:00,1040.8721088435375
431,2019-02-23 23:50:00,1040.844217687075
432,2019-02-24 00:00:00,1040.8163265306123
433,2019-02-24 00:10:00,1040.7884353741497
434,2019-02-24 00:20:00,1040.760544217687
435,2019-02-24 00:30:00,1040.7326530612245
436,2019-02-24 00:40:00,1040.7047619047619
437,2019-02-24 00:50:00,1040.6768707482993
438,2019-02-24 01:00:00,1040.6489795918367
439,2019-02-24 01:10:00,1040.621088435374
440,2019-02-24 01:20:00,1040.5931972789115
441,2019-02-24 01:30:00,1040.5653061224489
442,2019-02-24 01:40:00,1040.5374149659863
443,2019-02-24 01:50:00,1040.5095238095237
444,2019-02-24 02:00:00,1040.4816326530613
445,2019-02-24 02:10:00,1040.4537414965987
446,2019-02-24 02:20:00,1040.425850340136
447,2019-02-24 02:30:00,1040.3979591836735
448,2019-02-24 02:40:00,1040.370068027211
449,2019-02-24 02:50:00,1040.3421768707483
450,2019-02-24 03:00:00,1040.3142857142857
451,2019-02-24 03:10:00,1040.286394557823
452,2019-02-24 03:20:00,1040.2585034013605
453,2019-02-24 03:30:00,1040.2306122448979
454,2019-02-24 03:40:00,1040.2027210884353
455,2019-02-24 03:50:00,1040.1748299319727
456,2019-02-24 04:00:00,1040.14693877551
457,2019-02-24 04:10:00,1040.1190476190477
458,2019-02-24 04:20:00,1040.091156462585
459,2019-02-24 04:30:00,1040.0632653061225
